Benchmarks/testsuite/15.xml,Benchmarks/testsuite/15/nvpMax.prod,C
Benchmarks/testsuite/15.xml,Benchmarks/testsuite/15/vpMin.prod,NoDiagnosis
Benchmarks/testsuite/15.xml,Benchmarks/testsuite/15/vpMax.prod,NoDiagnosis
Benchmarks/testsuite/4.xml,Benchmarks/testsuite/4/nvpMin.prod,A
Benchmarks/testsuite/4.xml,Benchmarks/testsuite/4/nvpMax.prod,A
Benchmarks/testsuite/4.xml,Benchmarks/testsuite/4/vpMin.prod,NoDiagnosis
Benchmarks/testsuite/4.xml,Benchmarks/testsuite/4/vpMax.prod,NoDiagnosis
Benchmarks/testsuite/9.xml,Benchmarks/testsuite/9/nvpMin.prod,F
Benchmarks/testsuite/9.xml,Benchmarks/testsuite/9/nvpMax.prod,B
Benchmarks/testsuite/9.xml,Benchmarks/testsuite/9/vpMin.prod,NoDiagnosis
Benchmarks/testsuite/9.xml,Benchmarks/testsuite/9/vpMax.prod,NoDiagnosis
Benchmarks/testsuite/17.xml,Benchmarks/testsuite/17/nvpMin.prod,D
Benchmarks/testsuite/17.xml,Benchmarks/testsuite/17/nvpMax.prod,E;D
Benchmarks/testsuite/17.xml,Benchmarks/testsuite/17/vpMin.prod,NoDiagnosis
Benchmarks/testsuite/17.xml,Benchmarks/testsuite/17/vpMax.prod,NoDiagnosis
